Age,Workclass,Fnlwgt,Education,Marital_Status,Occupation,Relationship,Race,Sex,Native_Country,Income,Predicted_Income
22,2,255252,11,4,2,3,4,1,38,0, <=50K
33,4,223046,11,4,2,1,4,1,38,0, <=50K
40,2,116218,15,5,0,4,4,0,38,0, <=50K
48,2,101299,7,2,9,0,4,1,38,0, >50K
41,2,58124,11,2,7,0,4,1,38,0, <=50K
31,2,77143,2,5,13,4,2,1,38,0, <=50K
42,1,121998,15,2,3,0,4,1,38,1, >50K
36,2,290409,15,2,13,0,4,1,38,0, >50K
26,2,36936,8,2,2,0,4,1,38,0, <=50K
35,2,33975,7,2,2,0,4,1,38,0, >50K
39,2,230054,12,2,9,0,4,1,38,1, >50K
30,2,196385,15,2,2,0,4,1,38,1, >50K
34,2,133503,15,0,13,1,4,1,38,0, <=50K
29,2,263855,2,4,2,4,4,1,38,0, <=50K
40,2,124915,11,2,6,0,4,1,38,0, >50K
61,0,178312,15,2,9,0,4,1,38,0, >50K
52,2,75839,15,2,12,0,4,1,38,0, >50K
32,2,133503,11,2,0,0,4,1,38,0, >50K
47,2,145269,1,0,2,1,4,0,38,0, <=50K
25,2,19214,11,4,5,1,4,1,38,0, <=50K
25,2,483822,11,4,7,3,4,1,7,0, <=50K
30,2,340917,15,2,6,0,4,1,38,0, <=50K
22,2,514033,11,4,7,1,2,1,38,0, <=50K
38,2,470663,9,4,3,1,4,1,38,0, <=50K
29,2,135296,8,4,0,3,4,0,38,0, <=50K
50,2,99392,15,0,2,1,2,0,38,0, <=50K
29,2,262478,11,4,4,3,2,1,38,0, <=50K
23,2,117583,11,4,2,3,4,1,38,0, <=50K
31,2,124827,11,4,7,1,4,1,38,0, <=50K
20,2,165201,15,4,0,3,4,0,38,0, <=50K
38,2,112093,1,2,13,0,4,1,38,0, <=50K
33,2,150154,15,2,2,0,4,1,38,0, <=50K
43,3,175715,11,4,3,1,2,1,38,0, <=50K
26,2,339952,15,2,3,0,4,1,38,0, >50K
28,2,250135,11,4,9,2,4,0,38,0, <=50K
45,3,106517,11,0,3,1,4,0,38,0, <=50K
47,4,162236,9,4,2,1,4,0,38,0, <=50K
49,2,148549,9,2,3,0,4,1,38,1, >50K
43,2,75742,15,2,13,0,4,1,38,0, >50K
41,4,284086,8,0,11,1,4,1,38,0, <=50K
57,2,426263,12,0,3,4,4,1,38,1, <=50K
47,2,193061,15,0,3,1,4,1,38,0, <=50K
47,1,29819,12,2,3,0,2,1,38,1, >50K
37,5,150566,11,5,2,1,4,1,38,0, <=50K
36,4,344351,11,4,13,3,4,1,38,0, <=50K
44,2,300528,1,2,0,0,4,1,38,1, <=50K
44,2,302424,11,0,6,1,4,1,38,0, <=50K
31,2,349148,11,2,2,0,4,1,38,1, <=50K
45,2,195554,11,2,6,0,4,1,38,1, <=50K
38,2,127601,15,2,5,5,4,0,38,0, <=50K
54,2,225599,12,2,9,0,1,1,18,1, >50K
32,2,235109,15,0,0,4,4,0,38,0, <=50K
24,2,173736,8,4,2,1,4,1,38,0, <=50K
59,4,241297,15,6,4,1,4,0,38,0, <=50K
26,2,45869,9,4,5,3,4,1,38,0, <=50K
34,2,72793,9,4,7,1,4,0,38,0, <=50K
29,2,261375,11,4,0,3,2,0,38,0, <=50K
18,4,379242,15,4,3,1,4,0,38,0, <=50K
21,2,210355,1,4,9,1,4,0,38,0, <=50K
21,2,129172,15,4,7,2,4,1,38,0, <=50K
49,3,201498,11,2,2,0,4,1,38,0, >50K
28,2,314177,0,4,5,2,2,1,38,0, <=50K
34,2,98283,14,4,12,1,1,1,18,1, <=50K
23,2,214542,15,4,0,3,4,1,38,0, <=50K
24,2,291355,15,0,0,1,4,0,38,0, <=50K
23,2,121650,4,4,5,4,4,1,38,0, <=50K
41,2,120277,9,4,2,1,4,1,38,0, <=50K
31,2,164309,15,0,0,4,4,0,38,0, <=50K
19,2,299050,1,2,2,0,4,1,38,0, <=50K
42,2,334522,11,2,5,0,2,1,38,0, <=50K
27,5,365916,7,4,3,1,4,0,38,0, <=50K
27,5,208406,9,4,9,1,4,1,38,0, <=50K
43,2,403467,9,2,3,0,2,1,38,1, >50K
27,3,120126,9,2,3,0,4,1,38,1, >50K
47,2,151584,14,2,3,0,4,1,38,1, >50K
39,2,324231,11,6,6,4,2,0,38,0, <=50K
27,2,156516,15,2,0,5,2,0,38,0, <=50K
36,2,181721,0,4,4,3,2,1,38,0, <=50K
19,2,255161,11,4,11,3,4,1,38,0, <=50K
29,2,232784,7,4,3,3,4,1,38,0, <=50K
41,5,288433,12,4,0,1,2,0,38,0, <=50K
29,2,196116,14,0,9,3,4,0,38,0, <=50K
35,2,246449,11,4,7,1,4,1,38,0, <=50K
22,3,375422,9,4,0,3,4,1,34,0, <=50K
34,2,405577,15,4,0,1,4,1,38,0, <=50K
44,2,286750,9,2,3,0,2,1,38,1, >50K
44,2,171424,9,2,9,0,4,1,38,1, >50K
32,2,194981,11,2,12,5,4,0,38,0, <=50K
35,2,272338,8,0,9,4,4,0,38,0, <=50K
27,2,77774,11,4,6,3,4,0,38,0, <=50K
46,2,116952,5,2,9,5,4,0,38,0, <=50K
20,2,174714,15,4,7,3,4,1,38,0, <=50K
30,2,149531,15,2,11,0,4,1,38,0, <=50K
25,2,156334,0,2,6,0,4,1,38,0, <=50K
42,5,341638,9,2,9,0,4,1,38,1, >50K
34,2,581071,11,5,0,1,4,1,38,1, <=50K
37,2,182675,15,2,3,5,4,0,38,1, >50K
25,2,335005,15,2,10,0,4,1,38,0, <=50K
44,3,151089,11,2,3,0,4,1,38,1, >50K
52,4,165278,11,2,13,0,4,1,38,0, >50K
51,2,192182,15,2,6,0,4,1,38,1, >50K
46,2,28334,11,2,13,0,4,1,38,0, >50K
21,2,234108,11,4,11,1,4,1,38,0, <=50K
23,2,257683,9,4,9,3,4,1,38,0, <=50K
20,2,169600,15,4,9,3,4,0,38,0, <=50K
37,4,75050,8,2,2,0,4,1,38,0, >50K
28,2,196621,11,3,12,1,4,0,38,0, <=50K
35,2,228493,15,4,11,3,4,1,38,0, <=50K
39,2,343476,11,2,2,0,4,1,38,0, >50K
39,2,237943,9,2,11,0,4,1,38,1, >50K
17,2,159849,1,4,10,3,4,0,38,0, <=50K
36,2,183425,15,0,5,1,4,1,38,0, <=50K
28,2,183802,11,2,13,0,4,1,38,0, <=50K
24,2,177287,2,4,7,3,4,0,38,0, <=50K
66,2,167711,11,6,11,1,4,0,38,1, <=50K
28,2,339002,11,4,13,3,4,1,38,0, <=50K
27,2,214858,0,2,2,2,4,1,38,0, <=50K
32,2,86808,11,0,0,2,4,0,38,0, <=50K
56,2,205735,3,5,6,4,4,1,38,0, <=50K
60,4,184362,11,2,11,5,4,0,38,0, >50K
27,2,347513,15,4,0,1,4,0,38,0, <=50K
55,2,190508,15,2,13,0,2,1,38,0, >50K
27,4,141795,15,2,3,0,4,1,38,0, >50K
52,2,168553,11,2,2,0,4,1,38,1, >50K
44,2,121874,15,0,11,4,4,1,38,1, <=50K
61,2,180418,11,2,13,0,4,1,38,1, <=50K
45,1,140644,9,0,10,1,4,1,38,1, >50K
58,2,106546,11,0,0,4,4,0,38,0, <=50K
54,2,108435,11,2,0,0,4,1,38,0, >50K
42,0,198316,12,2,3,0,4,1,38,1, >50K
73,2,92298,1,2,6,0,4,1,38,0, <=50K
57,2,41762,11,2,2,0,1,1,34,1, >50K
53,2,224894,4,2,8,5,2,0,13,0, <=50K
35,2,146042,15,0,6,1,0,1,38,0, <=50K
24,2,99970,9,4,12,3,4,1,38,0, <=50K
46,1,102308,11,4,2,3,4,1,38,0, <=50K
29,2,234447,15,0,0,1,2,0,38,0, <=50K
41,5,309056,10,2,9,0,4,1,38,1, >50K
46,3,123075,11,2,10,0,4,1,38,0, >50K
38,2,195744,9,4,7,1,4,1,38,0, <=50K
36,2,169469,15,2,3,0,4,1,38,1, >50K
46,2,132912,11,2,11,0,4,1,38,1, >50K
40,2,202565,7,2,11,0,4,1,38,0, >50K
48,2,98524,7,2,2,0,4,1,38,0, >50K
60,2,291904,0,0,7,1,2,0,38,0, <=50K
27,2,180758,7,4,11,1,4,1,38,0, <=50K
27,4,212041,9,4,11,1,4,1,38,0, <=50K
71,5,210673,11,2,10,0,4,1,38,0, >50K
34,2,405386,15,4,2,1,2,1,38,0, <=50K
24,2,182342,9,4,11,3,4,1,38,0, <=50K
19,2,247298,2,3,7,3,3,0,38,0, <=50K
49,2,81654,14,2,9,0,4,1,38,1, >50K
50,4,114758,9,4,2,1,4,1,38,0, <=50K
28,3,113870,9,2,3,0,4,1,38,1, >50K
32,2,180799,15,2,13,0,4,1,38,1, >50K
57,2,103403,4,2,13,0,4,1,38,0, <=50K
59,2,530099,15,2,2,0,4,1,38,1, >50K
60,2,160339,15,2,2,0,4,1,3,0, <=50K
38,0,303817,15,0,3,1,2,0,38,0, <=50K
42,2,160893,15,2,7,5,4,0,38,0, <=50K
34,2,120959,15,0,0,4,4,0,38,0, <=50K
42,2,222011,15,0,11,4,4,0,38,0, <=50K
60,2,88055,14,2,9,0,4,1,38,0, >50K
39,2,305597,8,2,2,0,4,1,38,0, >50K
33,2,133278,11,4,0,3,2,0,38,0, <=50K
39,2,192251,11,4,0,3,4,0,38,1, <=50K
33,2,236379,9,2,11,0,4,1,38,0, >50K
46,2,122026,9,2,2,0,4,1,38,1, >50K
24,2,69640,9,4,11,3,4,1,38,0, <=50K
30,1,257796,15,0,0,1,4,0,38,0, <=50K
33,4,343021,15,4,11,1,4,1,38,0, <=50K
46,2,332884,9,2,3,0,4,1,38,1, >50K
36,2,91275,15,4,0,4,1,0,38,0, <=50K
48,0,96854,15,4,0,1,4,1,38,0, <=50K
44,2,172025,15,5,0,4,4,0,38,0, <=50K
47,2,103757,7,2,2,0,4,1,38,0, >50K
51,1,142411,8,0,0,4,4,0,38,0, <=50K
34,2,152453,2,2,2,0,4,1,12,0, <=50K
51,5,155594,15,2,11,0,4,1,38,1, >50K
39,2,196308,15,2,7,5,4,0,38,0, <=50K
41,2,208330,15,2,11,0,4,1,38,0, >50K
29,2,58522,11,2,2,0,4,1,38,0, <=50K
47,2,121836,12,2,0,5,4,0,38,1, >50K
65,2,194456,9,2,2,0,4,1,8,1, >50K
20,2,282579,15,4,7,1,4,1,38,0, <=50K
22,2,83998,15,4,11,1,4,1,38,0, <=50K
21,2,31606,15,4,7,3,4,0,10,0, <=50K
46,1,199281,9,5,9,4,4,1,38,0, <=50K
28,4,182826,11,2,9,0,4,1,38,0, >50K
48,3,125892,15,2,11,0,4,1,38,1, >50K
19,2,209826,15,4,11,3,4,0,38,0, <=50K
19,2,349620,0,4,6,3,4,0,38,0, <=50K
32,2,245487,4,2,6,0,0,1,25,0, <=50K
36,2,34744,7,0,7,4,4,0,38,0, <=50K
33,4,203784,8,2,4,0,4,1,38,0, >50K
17,2,75333,0,4,11,3,2,0,38,0, <=50K
56,4,163212,11,6,0,4,4,0,38,1, <=50K
45,2,77927,9,6,7,3,1,0,29,0, <=50K
21,2,188535,11,4,6,1,4,1,38,0, <=50K
19,2,187724,15,4,7,3,4,0,38,0, <=50K
28,2,176137,11,4,7,3,4,0,38,0, <=50K
27,2,506436,15,0,11,4,4,0,28,0, <=50K
32,2,226975,15,4,11,3,4,1,38,0, <=50K
32,2,281384,11,1,7,2,4,0,38,0, <=50K
24,2,315303,11,4,5,3,2,1,38,0, <=50K
58,2,216941,11,0,3,4,4,0,38,0, <=50K
35,2,116541,12,4,9,3,4,1,38,1, <=50K
20,5,334113,15,2,7,0,4,1,38,0, <=50K
30,2,158002,15,4,2,2,4,1,6,0, <=50K
44,5,321824,11,2,10,0,4,1,38,0, >50K
34,2,734193,15,4,3,1,4,0,38,0, <=50K
32,2,207284,11,2,6,0,4,1,38,0, <=50K
42,1,174575,9,2,9,0,4,1,38,1, >50K
28,4,107236,2,2,2,1,4,1,38,0, <=50K
51,1,548361,9,2,9,0,4,1,38,0, >50K
47,2,171807,11,0,11,4,4,0,38,0, <=50K
41,1,340682,11,0,0,1,4,0,38,0, <=50K
34,2,346275,1,0,5,1,4,1,38,0, <=50K
39,2,316211,11,2,3,0,4,1,38,1, >50K
19,2,265576,11,4,5,3,4,1,38,0, <=50K
32,2,62374,8,2,13,0,4,1,38,0, <=50K
66,3,115880,15,2,9,0,4,1,38,0, >50K
30,4,131584,8,4,2,3,4,1,38,0, <=50K
28,2,70240,11,3,7,1,1,0,29,0, <=50K
46,2,102597,9,0,9,4,4,0,38,0, <=50K
27,2,321577,11,4,6,3,2,0,38,0, <=50K
53,2,233165,11,2,3,0,4,1,38,1, >50K
64,2,231619,11,2,11,5,4,0,38,0, <=50K
23,2,388811,11,4,0,3,4,0,38,0, <=50K
34,4,108247,14,2,9,0,4,1,38,1, >50K
32,2,252752,12,4,3,1,4,0,38,1, <=50K
25,1,84224,9,4,9,1,4,0,38,0, <=50K
55,2,170287,15,2,9,0,4,1,30,1, >50K
39,4,231180,11,2,7,0,4,1,38,0, <=50K
36,2,163237,7,2,0,0,4,1,38,1, <=50K
61,2,168654,11,0,0,1,4,0,1,0, <=50K
47,4,39986,9,2,11,0,4,1,38,0, >50K
26,2,97153,7,2,6,0,4,1,38,1, <=50K
21,2,203076,11,4,5,3,4,1,38,0, <=50K
37,1,89491,12,0,3,1,4,0,38,0, <=50K
54,3,383365,9,2,11,0,4,1,38,1, >50K
26,1,211497,15,2,9,0,4,1,38,0, <=50K
42,2,222884,9,4,3,1,4,1,38,1, <=50K
24,3,60668,11,4,2,3,4,1,38,0, <=50K
25,2,231638,11,4,0,3,4,0,38,0, <=50K
32,2,172714,11,4,2,3,4,1,38,0, <=50K
44,2,138966,11,2,0,5,4,0,38,0, <=50K
30,2,227359,15,4,2,4,4,1,38,0, <=50K
26,2,483822,5,4,5,4,4,1,12,0, <=50K
42,4,336513,9,2,2,0,4,1,38,1, >50K
65,2,225580,11,0,11,1,4,0,38,0, <=50K
44,2,175641,1,2,11,0,4,1,38,1, >50K
75,1,31195,11,0,0,1,4,0,38,0, <=50K
42,0,65950,11,0,0,4,2,0,38,0, <=50K
47,2,233511,12,0,11,1,4,1,38,1, >50K
34,2,236543,11,4,2,3,4,1,38,0, <=50K
28,4,39388,8,2,4,0,4,1,38,0, <=50K
24,2,500509,11,4,7,3,2,1,38,0, <=50K
44,2,164678,12,2,9,5,4,0,38,0, >50K
54,2,163671,11,2,13,0,4,1,38,1, <=50K
74,2,145463,3,6,8,1,2,0,38,0, <=50K
57,4,315460,14,2,9,0,4,1,38,0, >50K
39,2,164866,11,2,6,0,4,1,38,1, <=50K
35,4,188563,11,0,4,3,4,1,38,0, <=50K
21,2,203055,15,4,6,4,4,1,38,0, <=50K
29,5,33798,15,0,0,3,4,1,38,0, <=50K
48,2,116641,11,0,0,4,4,0,38,0, <=50K
32,2,372317,6,5,7,4,4,0,25,0, <=50K
40,4,179533,11,2,13,0,4,1,38,1, >50K
21,5,48121,15,4,3,3,4,1,38,0, <=50K
36,4,35945,5,2,6,0,4,1,38,1, >50K
44,4,195486,11,2,11,0,2,1,22,0, >50K
55,2,199067,9,2,3,0,4,1,38,1, >50K
49,5,391585,9,2,3,0,4,1,38,1, >50K
34,2,532379,15,2,2,0,4,1,38,0, >50K
50,2,114056,8,2,10,0,4,1,38,0, >50K
18,2,27780,11,4,11,3,4,0,38,0, <=50K
20,2,314422,11,4,11,3,4,0,38,0, <=50K
51,2,74275,11,2,6,0,4,1,38,0, >50K
31,2,122609,11,0,0,4,4,0,38,0, <=50K
46,2,108699,15,6,0,1,4,0,38,0, <=50K
36,2,192939,12,2,9,0,4,1,38,1, >50K
42,2,107276,15,4,3,1,4,0,38,1, <=50K
27,2,263552,11,4,0,1,4,1,38,0, <=50K
48,2,255439,15,4,5,1,4,1,38,0, <=50K
31,3,344275,11,4,2,1,4,1,38,0, <=50K
42,2,424855,15,2,6,0,4,1,38,0, >50K
65,2,469602,9,2,11,0,4,1,38,0, >50K
24,2,197757,9,4,9,3,1,0,29,0, <=50K
59,2,169982,9,2,3,0,4,1,38,0, >50K
20,2,386643,15,4,7,3,4,0,38,0, <=50K
41,4,155767,15,2,3,0,4,1,38,0, >50K
40,2,162098,11,0,0,4,4,0,38,0, <=50K
39,4,103110,9,2,9,0,4,1,38,0, >50K
34,3,242984,9,4,3,1,4,1,38,0, <=50K
30,2,101859,5,4,2,1,4,1,38,0, <=50K
58,2,142076,11,0,12,1,4,1,38,1, <=50K
27,2,189974,15,0,0,3,4,0,38,0, <=50K
37,2,51264,10,2,9,0,4,1,9,1, >50K
37,4,410919,11,4,2,3,4,1,38,0, <=50K
18,2,172076,15,4,7,3,4,0,38,0, <=50K
38,2,210866,11,2,3,0,4,1,38,1, >50K
50,2,189107,11,2,6,0,4,1,38,0, >50K
39,2,76767,15,0,0,1,4,0,38,0, <=50K
30,2,206051,11,2,13,0,4,1,38,0, <=50K
22,2,446140,11,4,11,3,4,1,38,0, <=50K
35,2,176279,15,6,0,4,4,0,38,0, <=50K
30,5,23037,15,4,7,3,0,1,38,0, <=50K
35,2,42044,11,2,6,0,4,1,38,0, <=50K
41,3,140365,9,2,3,0,4,1,38,1, >50K
20,2,218215,15,4,0,3,4,0,38,0, <=50K
66,3,197816,9,2,3,0,4,1,38,1, >50K
61,1,34632,9,0,7,1,4,1,38,0, <=50K
29,0,124953,8,2,12,0,4,1,38,1, >50K
31,2,49398,15,2,12,0,4,1,38,0, >50K
37,2,52221,1,2,13,0,4,1,38,0, <=50K
42,2,325353,7,2,0,0,4,1,38,1, >50K
21,2,363192,8,4,7,3,4,0,38,0, <=50K
29,2,37933,9,4,3,4,2,0,38,0, <=50K
39,2,191103,11,4,7,1,4,1,38,0, <=50K
52,4,190333,11,0,4,1,4,1,38,0, <=50K
33,2,103596,8,2,13,0,4,1,38,0, >50K
36,1,188236,11,2,0,5,4,0,38,1, <=50K
56,2,129836,11,2,7,5,4,0,38,0, <=50K
60,2,145664,15,0,11,1,4,0,38,0, <=50K
18,2,165532,2,4,7,3,4,1,38,0, <=50K
26,1,242464,11,2,10,0,4,1,38,1, <=50K
54,2,155233,9,4,0,1,4,0,38,1, <=50K
31,2,248653,3,4,5,1,4,1,25,0, <=50K
22,2,141297,15,4,12,3,4,1,38,0, <=50K
68,2,123653,4,5,7,1,4,1,21,0, <=50K
35,4,77146,11,2,2,0,4,1,38,0, >50K
59,2,214052,4,0,6,4,4,0,38,0, <=50K
80,2,148623,14,2,9,0,4,1,38,1, >50K
30,2,36340,11,4,0,4,4,0,38,0, <=50K
41,2,320984,14,2,9,0,4,1,38,1, >50K
31,5,123037,15,4,12,1,4,1,38,0, <=50K
31,2,451744,11,4,2,1,4,1,38,0, <=50K
52,2,193116,0,2,13,0,4,1,38,0, >50K
36,2,100681,15,4,0,1,4,1,38,0, <=50K
47,4,265097,11,2,13,0,4,1,38,1, >50K
66,2,169804,9,2,11,0,4,1,38,1, >50K
22,0,209131,7,4,7,3,4,1,38,0, <=50K
37,1,80680,9,0,9,4,4,0,38,0, <=50K
34,2,160261,11,4,12,3,1,1,2,1, <=50K
34,4,33442,8,4,7,2,4,0,38,0, <=50K
42,2,115085,11,2,0,0,4,1,38,0, >50K
54,1,238257,9,4,9,1,4,1,38,0, <=50K
28,2,68021,15,4,7,1,4,0,38,0, <=50K
22,2,231053,1,2,6,0,4,1,38,1, <=50K
54,4,172898,14,2,9,0,4,1,38,1, >50K
36,2,184456,14,4,3,1,4,1,38,1, <=50K
34,2,329993,15,2,0,0,4,1,38,0, <=50K
24,2,390348,11,4,13,1,4,1,38,0, <=50K
38,2,36989,9,2,7,0,4,1,38,0, <=50K
28,2,67661,15,4,0,2,4,0,38,0, <=50K
27,2,150025,11,4,11,1,4,1,32,0, <=50K
23,2,136824,15,4,7,3,4,1,38,0, <=50K
75,3,125197,11,2,0,0,4,1,38,0, >50K
41,2,106900,9,2,12,0,4,1,38,1, >50K
36,1,192337,11,4,7,1,4,1,38,0, <=50K
21,2,118712,8,4,2,3,4,1,38,0, <=50K
20,2,38620,15,4,7,3,4,1,38,0, <=50K
25,2,120535,11,0,11,4,4,0,38,0, <=50K
34,2,172579,8,0,12,4,4,0,38,0, <=50K
59,2,140569,15,5,11,1,4,1,38,1, <=50K
39,2,87556,12,4,9,1,4,1,38,0, <=50K
46,2,138370,5,2,7,0,1,1,2,0, <=50K
27,2,29523,0,2,5,0,4,1,38,0, <=50K
29,1,383745,15,2,10,0,4,1,38,1, >50K
30,1,182926,15,2,10,0,4,1,38,1, >50K
45,2,213620,11,4,7,3,4,0,38,0, <=50K
51,2,339905,11,2,11,0,4,1,38,1, >50K
44,2,77313,11,0,0,4,4,0,38,0, <=50K
23,2,62278,11,4,2,4,4,1,38,0, <=50K
22,2,110371,11,2,7,3,4,1,38,0, <=50K
29,0,31161,11,0,3,1,3,0,38,0, <=50K
26,4,200681,11,2,3,0,4,1,27,0, <=50K
46,4,456956,11,2,9,0,4,1,38,0, >50K
24,2,237386,15,4,3,1,4,1,38,0, <=50K
51,2,237630,11,2,12,0,4,1,38,1, >50K
62,2,96099,11,4,2,1,4,1,38,0, <=50K
28,2,70034,5,4,0,3,4,1,31,0, <=50K
51,1,26832,11,2,2,0,4,1,38,1, >50K
49,2,149949,11,0,2,1,4,1,38,0, <=50K
24,2,199555,8,4,11,4,4,1,38,0, <=50K
52,0,22428,9,2,10,0,4,1,38,1, >50K
39,2,286026,9,2,0,0,4,1,38,1, >50K
42,5,304302,11,2,13,0,0,1,38,0, <=50K
34,2,184942,1,2,13,0,4,1,38,0, <=50K
39,5,221059,12,2,9,2,3,0,38,1, <=50K
48,2,140782,12,2,3,5,4,0,38,1, >50K
30,2,136651,4,2,2,0,4,1,25,0, <=50K
40,1,108765,8,4,3,4,0,0,38,0, <=50K
50,2,138022,15,2,9,0,4,1,38,0, >50K
22,2,105043,15,4,0,4,4,0,38,0, <=50K
44,2,230684,9,2,3,0,4,1,38,1, >50K
50,2,398625,1,6,6,1,4,0,38,0, <=50K
48,3,302612,12,2,7,0,4,1,38,0, >50K
42,2,248094,11,2,13,0,4,1,38,0, <=50K
73,4,300404,15,2,11,0,4,1,38,1, >50K
55,5,153788,15,2,0,5,4,0,38,0, <=50K
62,2,110586,15,6,8,4,4,0,38,0, <=50K
32,2,311764,0,2,3,5,4,0,38,0, <=50K
26,0,352768,11,0,0,3,4,0,38,0, <=50K
48,2,330470,15,2,5,0,4,1,38,0, <=50K
26,2,123384,12,4,7,3,4,0,38,0, <=50K
50,2,129673,9,0,3,1,4,0,38,1, <=50K
35,0,205584,4,4,2,1,4,1,25,0, <=50K
58,2,104945,6,2,5,0,2,1,38,0, <=50K
23,2,413345,9,4,0,1,4,0,38,0, <=50K
28,2,199998,11,5,7,1,4,0,38,0, <=50K
52,5,254285,10,2,9,0,4,1,10,1, >50K
25,2,178843,9,4,9,3,4,0,38,0, <=50K
36,3,77146,9,2,11,0,4,1,38,1, >50K
25,2,458549,3,2,4,0,4,1,25,0, <=50K
20,2,216889,15,4,10,3,4,1,38,0, <=50K
24,2,241857,15,4,0,1,2,0,38,0, <=50K
62,2,272209,11,0,8,4,2,0,38,0, <=50K
29,2,89813,11,2,6,5,4,0,33,0, <=50K
25,5,156848,11,2,10,3,4,1,38,0, <=50K
37,2,162494,9,4,0,1,4,0,38,0, <=50K
28,2,375313,11,2,6,0,1,1,29,0, <=50K
25,2,81286,11,2,2,0,4,1,38,0, <=50K
63,4,196994,9,2,11,0,4,1,38,0, >50K
76,1,169133,15,6,0,1,4,0,38,0, <=50K
50,2,99307,11,2,2,0,4,1,38,0, >50K
25,2,241025,9,4,7,3,4,1,38,0, <=50K
51,3,338836,15,2,3,0,4,1,38,1, >50K
28,2,95725,8,4,5,1,4,1,38,0, <=50K
48,2,54744,11,2,2,0,4,1,38,0, >50K
53,2,135840,9,2,9,0,4,1,38,1, >50K
57,1,170066,11,2,13,0,4,1,38,1, >50K
28,2,114158,9,2,9,5,4,0,38,1, <=50K
28,2,222442,11,2,11,0,4,1,4,0, >50K
38,5,272944,11,0,7,1,4,1,38,0, <=50K
68,2,99491,15,6,7,1,4,0,38,0, <=50K
34,2,242984,11,4,0,1,4,1,38,0, <=50K
42,2,103932,8,0,9,4,4,0,38,0, <=50K
59,2,175942,11,2,13,0,4,1,38,1, >50K
44,4,254303,15,0,7,1,4,1,38,0, <=50K
55,2,377061,9,2,10,0,4,1,38,1, >50K
53,2,209906,3,2,7,0,2,1,32,0, <=50K
30,2,277314,11,5,6,1,2,1,38,0, <=50K
30,2,340917,9,2,2,0,4,1,38,0, >50K
54,4,109413,9,2,4,0,4,1,38,0, >50K
22,2,103277,7,4,0,3,4,0,38,0, <=50K
42,2,318947,11,0,6,1,4,0,38,0, <=50K
25,2,280093,1,3,5,1,4,1,25,0, <=50K
42,4,119207,11,4,3,1,4,1,38,0, <=50K
54,2,192862,11,0,3,4,4,0,38,0, <=50K
24,2,195808,15,4,6,3,4,1,38,0, <=50K
23,2,50341,12,4,11,1,4,0,38,0, <=50K
53,2,215790,15,6,0,2,4,0,38,0, <=50K
57,2,61761,15,2,2,0,4,1,38,0, >50K
38,2,20308,11,4,7,3,4,1,38,0, <=50K
20,0,340217,11,4,0,3,4,0,38,0, <=50K
48,2,299291,11,2,13,0,4,1,38,0, >50K
35,2,167990,6,2,6,0,4,1,1,0, >50K
44,2,167005,11,2,0,0,4,1,38,1, >50K
35,2,188888,9,4,11,1,4,1,38,1, <=50K
46,1,160187,12,6,3,4,2,0,38,0, <=50K
34,2,420749,11,2,2,0,4,1,10,0, >50K
51,2,106151,1,0,13,3,4,1,38,0, <=50K
44,2,126199,15,0,13,4,4,1,38,0, <=50K
31,2,446358,15,2,6,0,4,1,25,0, <=50K
59,2,243226,0,0,6,1,4,0,38,0, <=50K
19,4,194205,15,4,7,3,4,0,25,0, <=50K
22,2,141040,11,4,11,3,2,0,38,0, <=50K
38,2,168496,7,2,11,0,4,1,38,1, >50K
49,2,54260,9,2,9,0,4,1,38,1, >50K
24,2,326587,15,4,11,1,4,1,38,0, <=50K
18,2,53109,1,4,7,3,0,1,38,0, <=50K
29,2,167716,11,0,7,4,4,0,38,0, <=50K
38,2,186959,9,2,9,0,4,1,38,0, >50K
35,2,98948,9,2,7,5,4,0,38,0, <=50K
24,2,225724,9,4,0,3,4,0,38,0, <=50K
61,5,159908,1,6,7,4,4,0,38,1, <=50K
28,2,191088,9,2,3,5,4,0,38,1, >50K
60,3,171315,11,0,2,1,4,1,38,0, <=50K
32,2,103860,9,2,3,0,4,1,38,1, >50K
45,1,159816,12,2,9,5,4,0,38,1, >50K
48,4,379883,12,2,3,0,4,1,25,1, >50K
59,2,246262,15,2,12,0,4,1,38,1, >50K
39,2,218916,14,0,3,1,4,1,38,0, >50K
38,2,208358,8,2,11,0,4,1,38,0, >50K
29,2,58115,9,2,11,0,4,1,38,0, >50K
31,2,467579,9,2,3,0,2,1,38,1, >50K
39,2,231141,11,2,6,0,4,1,38,0, >50K
60,4,73091,11,5,7,1,2,1,38,0, <=50K
32,2,31740,12,2,9,0,1,1,18,0, >50K
25,2,198986,9,4,0,1,4,1,38,1, <=50K
36,2,130200,11,0,6,4,4,1,38,0, <=50K
45,2,178922,11,4,11,1,4,0,38,0, <=50K
23,2,51985,11,4,13,1,4,1,38,0, <=50K
52,0,291096,7,2,7,0,4,1,38,1, >50K
38,2,103323,11,2,3,0,4,1,38,0, >50K
27,2,191628,11,4,13,1,2,1,38,0, <=50K
43,2,128354,11,0,3,1,4,0,38,0, <=50K
47,4,248776,12,4,3,1,2,1,38,0, <=50K
29,2,150861,11,4,0,1,4,0,38,0, <=50K
20,2,94401,11,4,3,4,4,0,38,0, <=50K
25,2,120238,1,2,13,0,4,1,30,1, <=50K
